episodes,raw_rewards,shaped_rewards,rolling_avg,ep_lengths,td_losses,mean_qs,epsilons,variant
187,-201.45774189474213,-209.50774189474197,-296.25101119350506,167,33.80634289507991,-42.98023975946207,0.22089931288507625,dqn_per
188,-232.6746368007425,-237.96463680074248,-295.3630560579783,110,41.45877681316902,-60.54659967306814,0.21913211838199564,dqn_per
189,-443.09195772910834,-451.69195772910865,-296.65510616442015,184,39.68805519709501,-53.43899134410413,0.21737906143493968,dqn_per
190,-209.93336484764365,-216.1833648476436,-294.4318083378105,131,37.02415931066197,-45.38982179967512,0.21564002894346015,dqn_per
191,-385.8438369824682,-392.013836982468,-294.62882310263564,130,41.35468669879764,-49.268919768802824,0.21391490871191246,dqn_per
192,-516.5793097795699,-520.30930977957,-298.5944958661383,77,46.42388595241239,-45.67197671845754,0.21220358944221715,dqn_per
193,-107.22008017714981,-112.6600801771497,-297.03690849723705,110,42.537914515399954,-48.30871791810597,0.2105059607266794,dqn_per
194,-335.1598373890996,-338.0298373890993,-296.1556221497022,58,38.053007961300885,-56.349105545157315,0.20882191304086598,dqn_per
195,-263.305533991455,-267.1855339914552,-296.6616131501529,80,33.48537977191322,-45.06381092642081,0.20715133773653904,dqn_per
196,-88.44337241195596,-93.04337241195586,-293.38049771657506,95,43.09611623912128,-59.33547154756826,0.20549412703464673,dqn_per
197,-338.65736798255944,-341.7373679825595,-290.45550913431055,70,36.22365808323956,-53.12486965020366,0.20385017401836955,dqn_per
198,-74.40110020797009,-79.57110020796996,-290.2806510045931,107,42.941841965498284,-58.33833217839849,0.20221937262622258,dqn_per
199,-611.3728280374535,-618.3028280374535,-293.07337342169444,153,39.144925698936014,-52.62093014594444,0.2006016176452128,dqn_per
200,-296.2425665786311,-303.2725665786308,-292.5683815993315,152,34.317279916451,-49.48163684995819,0.1989968047040511,dqn_per
201,-477.38555959697027,-483.6555595969702,-293.338147798375,129,30.77889660508903,-56.98188640536579,0.1974048302664187,dqn_per
202,-701.1970472413678,-710.707047241372,-299.8194847603213,201,38.250561529117356,-60.43635048637451,0.19582559162428734,dqn_per
203,-613.7650692299754,-621.3150692299756,-303.6647649994834,154,36.598780490444206,-47.01510012867031,0.19425898689129303,dqn_per
204,-113.36462863808504,-118.024628638085,-301.77058813228626,98,28.374093842538574,-50.77792676606801,0.19270491499616269,dqn_per
205,-473.8119232942195,-480.7219232942198,-306.08913743930856,143,36.339646216423006,-53.422794903688505,0.19116327567619337,dqn_per
206,-401.18533135959814,-411.5353313595988,-307.1197536438741,222,36.299515295449595,-50.19042578667749,0.18963396947078381,dqn_per
207,-177.241970015796,-183.30197001579637,-305.65052325999756,123,35.82158186847186,-49.18406997935575,0.18811689771501755,dqn_per
208,-292.938695993168,-296.3786959931682,-305.95650608836365,76,33.68092567079629,-56.527243828696676,0.1866119625332974,dqn_per
209,-384.1881922194247,-390.5781922194247,-303.521517658886,132,41.7084135332362,-44.12979648438703,0.18511906683303103,dqn_per
210,-287.94544760996706,-292.4954476099674,-302.2364588053673,94,32.3907772930103,-50.015587235885576,0.1836381142983668,dqn_per
211,-157.47423427476667,-162.44423427476696,-300.0097872676859,103,34.33977883476542,-50.75323378997043,0.18216900938397987,dqn_per
212,-52.65706879105564,-59.0570687910555,-300.13215655805953,134,36.054033926522614,-44.80664233950934,0.18071165730890804,dqn_per
213,-317.6858273995372,-325.8158273995375,-301.4831068127268,174,38.13318414719068,-45.7397559699638,0.17926596405043677,dqn_per
214,-159.52789873170207,-167.00789873170265,-300.4357909799488,158,33.46776528195291,-46.74599979204549,0.17783183633803326,dqn_per
215,-40.5562731725669,-45.01627317256684,-298.0774872095913,100,38.39911385063057,-43.42239487123069,0.176409181647329,dqn_per
216,-211.49795787195535,-214.64795787195533,-298.0422354449781,66,34.61748126094652,-48.59706478425888,0.17499790819415037,dqn_per
